boro,cuisine_description,grade,inspection_date,average_score,inspection_count
Queens,American,B,2019-09-12T00:00:00.000,20.0,1
Staten Island,American,A,2019-09-18T00:00:00.000,10.0,1
Manhattan,American,A,2019-09-23T00:00:00.000,0.0,1
Manhattan,French,B,2019-09-26T00:00:00.000,17.0,1
Manhattan,Coffee/Tea,A,2019-09-28T00:00:00.000,0.0,1
Manhattan,Hotdogs,A,2019-09-28T00:00:00.000,1.0,2
Brooklyn,American,C,2019-10-01T00:00:00.000,46.0,1
Manhattan,Chinese,B,2019-10-03T00:00:00.000,21.0,1
Queens,Italian,A,2019-10-03T00:00:00.000,12.0,1
Bronx,American,A,2019-10-16T00:00:00.000,6.0,1
Brooklyn,"Juice, Smoothies, Fruit Salads",A,2019-10-16T00:00:00.000,12.0,1
Queens,American,A,2019-10-17T00:00:00.000,10.0,1
Queens,Other,A,2019-10-17T00:00:00.000,12.0,1
Brooklyn,American,A,2019-11-01T00:00:00.000,2.0,1
Queens,American,A,2019-11-04T00:00:00.000,2.0,1
Brooklyn,Caribbean,C,2019-11-07T00:00:00.000,40.0,1
Manhattan,American,A,2019-11-08T00:00:00.000,12.0,1
Queens,Soups/Salads/Sandwiches,A,2019-11-14T00:00:00.000,9.0,1
Manhattan,American,A,2019-11-15T00:00:00.000,10.0,2
Queens,American,A,2019-11-20T00:00:00.000,5.0,1
Queens,Bottled Beverages,A,2019-12-04T00:00:00.000,12.0,1
Queens,American,A,2019-12-05T00:00:00.000,4.0,1
Brooklyn,Caribbean,A,2019-12-09T00:00:00.000,13.0,1
Manhattan,Italian,A,2019-12-10T00:00:00.000,2.0,1
Manhattan,Other,A,2019-12-10T00:00:00.000,2.6666666666666665,3
Manhattan,American,A,2019-12-11T00:00:00.000,2.0,1
Manhattan,Barbecue,A,2019-12-11T00:00:00.000,2.0,1
Manhattan,Frozen Desserts,A,2019-12-11T00:00:00.000,2.0,1
Manhattan,Polish,A,2019-12-11T00:00:00.000,11.0,1
Manhattan,Spanish,A,2019-12-11T00:00:00.000,13.0,1
Manhattan,Vegetarian,A,2019-12-11T00:00:00.000,3.0,1
Brooklyn,Polish,A,2019-12-16T00:00:00.000,13.0,1
Manhattan,Latin American,A,2019-12-18T00:00:00.000,6.0,1
Queens,American,A,2020-01-11T00:00:00.000,12.0,1
Queens,Caribbean,A,2020-01-16T00:00:00.000,11.0,1
Brooklyn,Tapas,A,2020-01-17T00:00:00.000,7.0,1
Manhattan,Seafood,A,2020-01-17T00:00:00.000,11.0,1
Staten Island,Italian,A,2020-01-23T00:00:00.000,9.0,1
Manhattan,Italian,A,2020-01-24T00:00:00.000,13.0,1
Manhattan,Japanese,A,2020-01-24T00:00:00.000,12.0,1
Manhattan,Coffee/Tea,A,2020-02-03T00:00:00.000,9.0,1
Manhattan,American,C,2020-02-05T00:00:00.000,29.0,1
Queens,American,A,2020-02-05T00:00:00.000,5.5,6
Queens,Hamburgers,A,2020-02-05T00:00:00.000,10.0,1
Queens,Italian,A,2020-02-05T00:00:00.000,5.0,1
Queens,Donuts,A,2020-02-06T00:00:00.000,0.0,1
Queens,Sandwiches/Salads/Mixed Buffet,A,2020-02-06T00:00:00.000,2.0,1
Queens,Soups/Salads/Sandwiches,A,2020-02-06T00:00:00.000,9.0,1
Queens,Latin American,A,2020-02-08T00:00:00.000,7.0,1
Queens,American,A,2020-02-10T00:00:00.000,3.0,1
Queens,Sandwiches/Salads/Mixed Buffet,A,2020-02-11T00:00:00.000,2.0,1
Manhattan,Nuts/Confectionary,A,2020-02-13T00:00:00.000,10.0,1
Queens,American,A,2020-02-13T00:00:00.000,13.0,1
Brooklyn,New American,A,2020-02-14T00:00:00.000,7.0,1
Queens,American,C,2020-02-14T00:00:00.000,62.0,1
Bronx,American,A,2020-02-15T00:00:00.000,12.0,1
Queens,Chinese,B,2020-02-20T00:00:00.000,22.0,1
Manhattan,American,A,2020-02-22T00:00:00.000,2.0,1
Queens,Caribbean,B,2020-02-22T00:00:00.000,22.0,1
Queens,Caribbean,C,2020-02-22T00:00:00.000,28.0,1
Manhattan,Asian/Asian Fusion,A,2020-02-28T00:00:00.000,7.0,1
Manhattan,Bottled Beverages,A,2020-02-28T00:00:00.000,5.0,1
Queens,Greek,B,2020-02-28T00:00:00.000,25.0,1
Brooklyn,American,A,2020-03-02T00:00:00.000,3.0,1
Queens,Korean,A,2020-03-05T00:00:00.000,5.0,1
Manhattan,Japanese,A,2020-03-14T00:00:00.000,10.0,1
Manhattan,Turkish,A,2021-07-21T00:00:00.000,9.0,1
Brooklyn,American,A,2021-07-22T00:00:00.000,9.0,2
Manhattan,American,A,2021-07-29T00:00:00.000,7.0,1
Manhattan,Pizza,A,2021-07-29T00:00:00.000,7.0,1
Queens,Bottled Beverages,A,2021-07-29T00:00:00.000,5.0,1
Brooklyn,Latin American,A,2021-07-30T00:00:00.000,7.0,1
Brooklyn,American,A,2021-07-31T00:00:00.000,10.0,1
Manhattan,American,A,2021-08-02T00:00:00.000,9.0,1
Staten Island,American,A,2021-08-02T00:00:00.000,10.0,1
Manhattan,French,A,2021-08-05T00:00:00.000,10.0,1
Queens,American,A,2021-08-05T00:00:00.000,10.5,2
Manhattan,Mediterranean,A,2021-08-10T00:00:00.000,12.0,1
Brooklyn,Other,A,2021-08-12T00:00:00.000,10.0,1
Manhattan,American,A,2021-08-12T00:00:00.000,10.0,1
Bronx,American,A,2021-08-18T00:00:00.000,4.0,1
Manhattan,Continental,A,2021-08-19T00:00:00.000,11.0,1
Manhattan,Seafood,A,2021-08-19T00:00:00.000,3.0,1
Brooklyn,Mexican,A,2021-08-20T00:00:00.000,11.0,1
Manhattan,American,A,2021-08-25T00:00:00.000,2.0,1
Manhattan,Japanese,A,2021-09-01T00:00:00.000,7.0,1
Manhattan,Irish,A,2021-10-20T00:00:00.000,12.0,1
Manhattan,American,A,2021-10-26T00:00:00.000,8.0,1
Manhattan,Indian,A,2021-11-04T00:00:00.000,9.0,1
Manhattan,French,A,2021-11-09T00:00:00.000,12.0,1
Queens,Caribbean,A,2021-11-19T00:00:00.000,9.0,1
Brooklyn,Mediterranean,A,2021-11-20T00:00:00.000,7.0,1
Manhattan,American,A,2021-11-23T00:00:00.000,13.0,1
Manhattan,Mexican,A,2021-11-23T00:00:00.000,4.0,1
Queens,Coffee/Tea,A,2021-11-23T00:00:00.000,12.0,1
Manhattan,Bagels/Pretzels,A,2021-11-24T00:00:00.000,5.0,1
Brooklyn,American,A,2021-11-29T00:00:00.000,13.0,1
Manhattan,New American,A,2021-11-30T00:00:00.000,9.0,1
Manhattan,Japanese,A,2021-12-01T00:00:00.000,12.0,1
Queens,Caribbean,A,2021-12-01T00:00:00.000,12.0,1
Brooklyn,Thai,A,2021-12-02T00:00:00.000,12.0,1
Brooklyn,Jewish/Kosher,B,2021-12-03T00:00:00.000,26.0,1
Manhattan,Bottled Beverages,A,2021-12-03T00:00:00.000,11.0,1
Manhattan,Tapas,A,2021-12-03T00:00:00.000,4.0,1
Brooklyn,Tapas,A,2021-12-07T00:00:00.000,12.0,1
Manhattan,Seafood,A,2021-12-07T00:00:00.000,12.0,1
Manhattan,American,A,2021-12-08T00:00:00.000,11.0,1
Manhattan,Japanese,A,2021-12-08T00:00:00.000,11.0,1
Queens,Chinese,B,2021-12-09T00:00:00.000,16.0,1
Brooklyn,American,A,2021-12-10T00:00:00.000,12.0,1
Manhattan,Seafood,A,2021-12-16T00:00:00.000,13.0,1
Manhattan,Mexican,A,2021-12-21T00:00:00.000,13.0,1
Brooklyn,Mediterranean,B,2021-12-27T00:00:00.000,20.0,1
Manhattan,Italian,A,2021-12-28T00:00:00.000,12.0,1
Bronx,Pizza,A,2021-12-29T00:00:00.000,13.0,1
Staten Island,Indian,A,2022-01-03T00:00:00.000,13.0,1
Bronx,American,A,2022-01-04T00:00:00.000,9.0,1
Manhattan,Tex-Mex,A,2022-01-04T00:00:00.000,10.0,1
Manhattan,American,A,2022-01-05T00:00:00.000,12.0,2
Manhattan,Middle Eastern,A,2022-01-05T00:00:00.000,5.0,1
Brooklyn,Mexican,A,2022-01-06T00:00:00.000,9.0,1
Manhattan,American,A,2022-01-06T00:00:00.000,13.0,1
Queens,American,A,2022-01-06T00:00:00.000,12.0,1
Queens,Mediterranean,A,2022-01-06T00:00:00.000,3.0,1
Queens,Pizza,A,2022-01-06T00:00:00.000,13.0,1
Manhattan,Eastern European,A,2022-01-10T00:00:00.000,12.0,1
Manhattan,Italian,A,2022-01-11T00:00:00.000,12.0,1
Manhattan,Polish,A,2022-01-11T00:00:00.000,10.0,1
Manhattan,Tex-Mex,A,2022-01-11T00:00:00.000,11.0,1
Manhattan,American,A,2022-01-12T00:00:00.000,0.0,1
Queens,Caribbean,A,2022-01-12T00:00:00.000,3.0,1
Queens,Coffee/Tea,B,2022-01-12T00:00:00.000,24.0,1
Manhattan,Chinese,A,2022-01-13T00:00:00.000,11.5,2
Manhattan,Hamburgers,A,2022-01-13T00:00:00.000,9.0,1
Manhattan,Mediterranean,A,2022-01-13T00:00:00.000,4.0,1
Brooklyn,French,A,2022-01-14T00:00:00.000,2.0,1
Manhattan,Tex-Mex,A,2022-01-14T00:00:00.000,0.0,1
Bronx,Latin American,A,2022-01-18T00:00:00.000,12.0,1
Brooklyn,Spanish,C,2022-01-18T00:00:00.000,6.0,1
Manhattan,Peruvian,A,2022-01-18T00:00:00.000,13.0,1
Manhattan,Vegetarian,A,2022-01-19T00:00:00.000,11.0,1
Brooklyn,American,C,2022-01-20T00:00:00.000,40.0,1
Brooklyn,Chicken,A,2022-01-20T00:00:00.000,8.0,1
Brooklyn,Thai,A,2022-01-20T00:00:00.000,7.0,1
Brooklyn,American,A,2022-01-21T00:00:00.000,5.0,1
Manhattan,Chinese,A,2022-01-21T00:00:00.000,9.0,1
Brooklyn,Pizza,B,2022-01-24T00:00:00.000,22.0,1
Brooklyn,"Juice, Smoothies, Fruit Salads",B,2022-01-25T00:00:00.000,20.0,1
Manhattan,American,A,2022-01-25T00:00:00.000,2.0,1
Manhattan,"Juice, Smoothies, Fruit Salads",A,2022-01-25T00:00:00.000,12.0,1
Brooklyn,Chinese,A,2022-01-26T00:00:00.000,11.0,1
Brooklyn,Pizza,A,2022-01-26T00:00:00.000,12.0,1
Manhattan,American,A,2022-01-26T00:00:00.000,13.0,1
Manhattan,Jewish/Kosher,B,2022-01-26T00:00:00.000,24.0,1
Queens,Middle Eastern,A,2022-01-27T00:00:00.000,10.0,1
Queens,Chilean,A,2022-01-28T00:00:00.000,0.0,1
Queens,Latin American,A,2022-01-28T00:00:00.000,12.0,1
Queens,American,B,2022-01-31T00:00:00.000,23.0,1
Manhattan,Hamburgers,A,2022-02-01T00:00:00.000,13.0,1
Manhattan,Italian,A,2022-02-01T00:00:00.000,8.0,1
Manhattan,American,B,2022-02-02T00:00:00.000,23.0,1
Queens,Pizza,A,2022-02-02T00:00:00.000,13.0,1
Brooklyn,Pizza,A,2022-02-03T00:00:00.000,0.0,1
Manhattan,American,A,2022-02-03T00:00:00.000,10.0,1
Manhattan,Japanese,A,2022-02-03T00:00:00.000,12.0,1
Queens,Spanish,A,2022-02-04T00:00:00.000,11.0,1
Manhattan,Frozen Desserts,A,2022-02-07T00:00:00.000,13.0,1
Manhattan,American,A,2022-02-08T00:00:00.000,11.333333333333334,3
Manhattan,New American,A,2022-02-08T00:00:00.000,12.0,1
Queens,Pizza,A,2022-02-09T00:00:00.000,8.0,1
Manhattan,American,A,2022-02-10T00:00:00.000,6.5,2
Manhattan,Bakery Products/Desserts,A,2022-02-10T00:00:00.000,2.0,1
Manhattan,French,A,2022-02-10T00:00:00.000,10.0,1
Brooklyn,American,A,2022-02-11T00:00:00.000,7.0,1
Queens,Peruvian,A,2022-02-11T00:00:00.000,5.0,1
Manhattan,American,A,2022-02-14T00:00:00.000,7.0,1
Queens,Pizza,A,2022-02-14T00:00:00.000,12.0,1
Manhattan,American,A,2022-02-15T00:00:00.000,2.0,1
Manhattan,Hotdogs/Pretzels,A,2022-02-15T00:00:00.000,5.0,1
Manhattan,American,A,2022-02-16T00:00:00.000,8.0,2
Manhattan,Thai,A,2022-02-16T00:00:00.000,5.0,1
Brooklyn,American,A,2022-02-17T00:00:00.000,13.0,1
Brooklyn,Asian/Asian Fusion,C,2022-02-17T00:00:00.000,53.0,1
Manhattan,American,A,2022-02-17T00:00:00.000,10.0,1
Brooklyn,Steakhouse,A,2022-02-22T00:00:00.000,8.0,1
Manhattan,Japanese,A,2022-02-22T00:00:00.000,13.0,1
Manhattan,Mediterranean,A,2022-02-22T00:00:00.000,13.0,1
Brooklyn,Caribbean,A,2022-02-23T00:00:00.000,12.0,1
Manhattan,American,A,2022-02-23T00:00:00.000,12.0,1
Manhattan,Asian/Asian Fusion,B,2022-02-23T00:00:00.000,22.0,1
Manhattan,Italian,A,2022-02-23T00:00:00.000,7.0,1
Manhattan,Japanese,B,2022-02-23T00:00:00.000,5.0,1
Manhattan,Pizza,A,2022-02-23T00:00:00.000,12.0,1
Bronx,French,A,2022-02-24T00:00:00.000,9.0,1
Bronx,Mexican,A,2022-02-24T00:00:00.000,10.0,1
Brooklyn,Japanese,A,2022-02-24T00:00:00.000,2.0,1
Staten Island,Italian,A,2022-02-24T00:00:00.000,7.0,1
Bronx,Mexican,A,2022-02-28T00:00:00.000,6.0,1
Queens,Irish,A,2022-02-28T00:00:00.000,12.0,1
Manhattan,American,B,2022-03-01T00:00:00.000,26.0,1
Manhattan,Italian,A,2022-03-01T00:00:00.000,13.0,1
Manhattan,Italian,B,2022-03-01T00:00:00.000,17.0,1
Manhattan,Greek,A,2022-03-02T00:00:00.000,13.0,1
Queens,Mexican,A,2022-03-02T00:00:00.000,12.0,1
Brooklyn,American,A,2022-03-03T00:00:00.000,9.0,1
Brooklyn,Mexican,A,2022-03-03T00:00:00.000,12.0,1
Brooklyn,Salads,A,2022-03-03T00:00:00.000,9.0,1
Manhattan,Greek,A,2022-03-03T00:00:00.000,12.0,1
Manhattan,Hamburgers,A,2022-03-03T00:00:00.000,8.0,1
Brooklyn,Turkish,A,2022-03-04T00:00:00.000,7.0,1
Manhattan,Pizza,A,2022-03-04T00:00:00.000,9.0,1
Queens,American,A,2022-03-04T00:00:00.000,11.0,1
Queens,Greek,A,2022-03-04T00:00:00.000,9.0,1
Bronx,Pizza,A,2022-03-07T00:00:00.000,5.0,1
Manhattan,Pizza,B,2022-03-07T00:00:00.000,21.0,1
Queens,Creole,A,2022-03-07T00:00:00.000,13.0,1
Queens,Eastern European,A,2022-03-07T00:00:00.000,12.0,1
Queens,Korean,A,2022-03-07T00:00:00.000,7.0,1
Brooklyn,Caribbean,A,2022-03-08T00:00:00.000,10.0,1
Manhattan,American,A,2022-03-08T00:00:00.000,7.0,1
Brooklyn,Indian,A,2022-03-09T00:00:00.000,9.0,1
Brooklyn,Tex-Mex,A,2022-03-09T00:00:00.000,10.0,1
Manhattan,American,A,2022-03-09T00:00:00.000,8.0,3
Manhattan,American,A,2022-03-10T00:00:00.000,10.0,2
Manhattan,Chinese,A,2022-03-10T00:00:00.000,11.0,1
Manhattan,Coffee/Tea,A,2022-03-10T00:00:00.000,7.0,1
Manhattan,Italian,A,2022-03-10T00:00:00.000,10.0,3
Brooklyn,"Juice, Smoothies, Fruit Salads",A,2022-03-11T00:00:00.000,7.0,1
Queens,Pizza,A,2022-03-14T00:00:00.000,13.0,1
Staten Island,Chinese,A,2022-03-14T00:00:00.000,10.0,1
Queens,American,A,2022-03-15T00:00:00.000,0.0,1
Staten Island,Asian/Asian Fusion,A,2022-03-15T00:00:00.000,13.0,1
Brooklyn,Chinese,A,2022-03-16T00:00:00.000,3.0,1
Brooklyn,Fusion,A,2022-03-16T00:00:00.000,13.0,1
Brooklyn,Mexican,A,2022-03-16T00:00:00.000,7.0,1
Manhattan,Irish,A,2022-03-16T00:00:00.000,7.0,1
Queens,Chinese,A,2022-03-16T00:00:00.000,12.0,1
Queens,Korean,A,2022-03-16T00:00:00.000,12.0,1
Bronx,Italian,A,2022-03-17T00:00:00.000,10.0,1
Brooklyn,Barbecue,A,2022-03-17T00:00:00.000,7.0,1
Manhattan,French,A,2022-03-17T00:00:00.000,9.0,1
Manhattan,"Juice, Smoothies, Fruit Salads",A,2022-03-17T00:00:00.000,7.0,1
Queens,Caribbean,A,2022-03-18T00:00:00.000,13.0,1
Bronx,Bottled Beverages,A,2022-03-21T00:00:00.000,10.0,1
Brooklyn,American,A,2022-03-21T00:00:00.000,11.0,1
Manhattan,Italian,A,2022-03-21T00:00:00.000,12.0,1
Manhattan,Japanese,A,2022-03-21T00:00:00.000,11.0,1
Queens,Italian,A,2022-03-21T00:00:00.000,9.0,1
Queens,Mediterranean,A,2022-03-21T00:00:00.000,5.0,1
Brooklyn,Eastern European,A,2022-03-22T00:00:00.000,9.0,1
Manhattan,Italian,A,2022-03-22T00:00:00.000,10.0,1
Bronx,Chinese,A,2022-03-23T00:00:00.000,10.0,1
Bronx,Latin American,A,2022-03-23T00:00:00.000,7.0,1
Manhattan,American,A,2022-03-23T00:00:00.000,11.0,1
Manhattan,Tex-Mex,A,2022-03-23T00:00:00.000,11.0,1
Manhattan,Vegan,A,2022-03-23T00:00:00.000,13.0,1
Brooklyn,Japanese,A,2022-03-24T00:00:00.000,13.0,1
Brooklyn,Jewish/Kosher,A,2022-03-24T00:00:00.000,9.0,1
Manhattan,Chinese,A,2022-03-24T00:00:00.000,3.0,1
Manhattan,Russian,A,2022-03-24T00:00:00.000,12.0,1
Brooklyn,American,A,2022-03-25T00:00:00.000,10.0,1
Manhattan,American,A,2022-03-25T00:00:00.000,7.0,1
Queens,Chinese,A,2022-03-25T00:00:00.000,12.0,1
Brooklyn,Chinese,A,2022-03-28T00:00:00.000,10.0,1
Manhattan,American,A,2022-03-28T00:00:00.000,7.5,2
Brooklyn,Caribbean,A,2022-03-29T00:00:00.000,8.0,1
Manhattan,American,A,2022-03-29T00:00:00.000,9.333333333333334,3
Manhattan,Chinese,A,2022-03-29T00:00:00.000,7.0,1
Manhattan,Peruvian,A,2022-03-29T00:00:00.000,13.0,1
Brooklyn,American,A,2022-03-30T00:00:00.000,9.0,1
Brooklyn,Italian,A,2022-03-30T00:00:00.000,13.0,1
Brooklyn,Tex-Mex,A,2022-03-30T00:00:00.000,10.0,1
Manhattan,Mediterranean,A,2022-03-30T00:00:00.000,12.0,1
Queens,Indian,A,2022-03-30T00:00:00.000,10.0,1
Queens,Moroccan,A,2022-03-30T00:00:00.000,10.0,1
Brooklyn,American,A,2022-03-31T00:00:00.000,0.0,1
Brooklyn,Bottled Beverages,A,2022-03-31T00:00:00.000,9.0,1
Brooklyn,Italian,A,2022-03-31T00:00:00.000,13.0,1
Manhattan,American,A,2022-03-31T00:00:00.000,12.0,1
Manhattan,Chinese,A,2022-03-31T00:00:00.000,10.0,1
Manhattan,New American,A,2022-03-31T00:00:00.000,13.0,1
Queens,Chinese,A,2022-03-31T00:00:00.000,12.0,1
Bronx,Frozen Desserts,A,2022-04-04T00:00:00.000,5.0,1
Manhattan,American,A,2022-04-04T00:00:00.000,10.0,1
Staten Island,Mexican,A,2022-04-04T00:00:00.000,11.0,1
Bronx,Chinese,A,2022-04-05T00:00:00.000,7.0,1
Brooklyn,Thai,A,2022-04-05T00:00:00.000,12.0,1
Manhattan,American,A,2022-04-05T00:00:00.000,9.0,1
Manhattan,New American,A,2022-04-05T00:00:00.000,5.0,1
Manhattan,Sandwiches,A,2022-04-05T00:00:00.000,12.0,1
Manhattan,Soups/Salads/Sandwiches,A,2022-04-05T00:00:00.000,9.0,1
Queens,Korean,A,2022-04-05T00:00:00.000,7.0,1
Brooklyn,Caribbean,A,2022-04-06T00:00:00.000,9.0,1
Manhattan,American,A,2022-04-06T00:00:00.000,5.0,2
Manhattan,Asian/Asian Fusion,A,2022-04-06T00:00:00.000,12.0,1
Manhattan,French,A,2022-04-06T00:00:00.000,12.0,1
Manhattan,Japanese,A,2022-04-06T00:00:00.000,9.0,1
Manhattan,Pizza,B,2022-04-06T00:00:00.000,17.0,1
Staten Island,American,A,2022-04-06T00:00:00.000,12.0,1
Brooklyn,Jewish/Kosher,A,2022-04-07T00:00:00.000,10.0,1
Manhattan,American,A,2022-04-07T00:00:00.000,2.0,2
Manhattan,Italian,A,2022-04-07T00:00:00.000,12.0,1
Queens,American,A,2022-04-07T00:00:00.000,13.0,1
Queens,Greek,A,2022-04-07T00:00:00.000,12.0,1
Brooklyn,Bottled Beverages,A,2022-04-08T00:00:00.000,12.0,1
Brooklyn,Other,A,2022-04-08T00:00:00.000,2.0,1
Manhattan,Coffee/Tea,A,2022-04-08T00:00:00.000,4.0,1
Queens,Japanese,A,2022-04-08T00:00:00.000,9.0,1
Brooklyn,American,A,2022-04-11T00:00:00.000,2.0,1
Manhattan,American,A,2022-04-11T00:00:00.000,10.0,1
Brooklyn,Jewish/Kosher,A,2022-04-12T00:00:00.000,11.0,1
Manhattan,Continental,A,2022-04-12T00:00:00.000,13.0,1
Queens,American,A,2022-04-12T00:00:00.000,2.0,1
Brooklyn,Pizza,A,2022-04-13T00:00:00.000,9.0,1
Manhattan,American,A,2022-04-13T00:00:00.000,10.0,1
Queens,American,A,2022-04-13T00:00:00.000,10.0,1
Queens,Greek,A,2022-04-13T00:00:00.000,13.0,1
Bronx,American,A,2022-04-14T00:00:00.000,8.0,1
Brooklyn,American,A,2022-04-14T00:00:00.000,9.0,3
Queens,American,A,2022-04-14T00:00:00.000,7.0,1
Brooklyn,Bottled Beverages,A,2022-04-15T00:00:00.000,12.0,1
Manhattan,Italian,A,2022-04-18T00:00:00.000,3.0,1
Manhattan,Seafood,A,2022-04-18T00:00:00.000,5.0,1
Brooklyn,New American,A,2022-04-19T00:00:00.000,12.0,1
Manhattan,American,A,2022-04-19T00:00:00.000,7.5,2
Manhattan,French,A,2022-04-19T00:00:00.000,10.0,1
Manhattan,Korean,A,2022-04-19T00:00:00.000,7.0,1
Queens,American,A,2022-04-19T00:00:00.000,9.5,2
Bronx,Chinese,A,2022-04-20T00:00:00.000,5.0,1
Brooklyn,Italian,A,2022-04-20T00:00:00.000,9.0,1
Manhattan,Pizza,A,2022-04-20T00:00:00.000,10.0,1
Queens,Pizza,A,2022-04-20T00:00:00.000,13.0,1
Staten Island,Indian,A,2022-04-20T00:00:00.000,7.0,1
Bronx,Latin American,A,2022-04-21T00:00:00.000,12.0,1
Bronx,Pizza,A,2022-04-21T00:00:00.000,13.0,1
Brooklyn,Chinese,A,2022-04-21T00:00:00.000,9.0,1
Brooklyn,Irish,A,2022-04-21T00:00:00.000,13.0,1
Manhattan,Japanese,A,2022-04-21T00:00:00.000,12.0,1
Manhattan,Pizza,A,2022-04-21T00:00:00.000,0.0,1
Queens,Caribbean,A,2022-04-21T00:00:00.000,12.0,1
Queens,Thai,A,2022-04-21T00:00:00.000,7.0,1
Brooklyn,American,A,2022-04-22T00:00:00.000,2.0,1
Brooklyn,Italian,A,2022-04-22T00:00:00.000,7.0,1
Manhattan,American,A,2022-04-22T00:00:00.000,10.0,1
Manhattan,Pizza,A,2022-04-22T00:00:00.000,2.0,1
Brooklyn,American,A,2022-04-25T00:00:00.000,0.0,1
Brooklyn,Chinese,A,2022-04-25T00:00:00.000,9.0,1
Brooklyn,Frozen Desserts,A,2022-04-25T00:00:00.000,11.0,1
Brooklyn,Italian,A,2022-04-25T00:00:00.000,11.0,1
Brooklyn,Spanish,A,2022-04-25T00:00:00.000,13.0,1
Manhattan,American,A,2022-04-25T00:00:00.000,12.0,2
Queens,Pizza,A,2022-04-25T00:00:00.000,4.0,1
Staten Island,Mexican,A,2022-04-25T00:00:00.000,10.0,1
Manhattan,American,A,2022-04-26T00:00:00.000,11.5,2
Manhattan,Chicken,A,2022-04-26T00:00:00.000,12.0,1
Staten Island,Pizza,A,2022-04-26T00:00:00.000,11.0,1
Manhattan,American,A,2022-04-27T00:00:00.000,11.0,2
Manhattan,German,A,2022-04-27T00:00:00.000,10.0,1
Manhattan,Irish,C,2022-04-27T00:00:00.000,52.0,1
Manhattan,Italian,A,2022-04-27T00:00:00.000,13.0,1
Queens,Chinese,A,2022-04-27T00:00:00.000,11.5,2
Queens,"Juice, Smoothies, Fruit Salads",A,2022-04-27T00:00:00.000,11.0,1
Staten Island,Bakery Products/Desserts,A,2022-04-27T00:00:00.000,13.0,1
Brooklyn,Hotdogs,A,2022-04-28T00:00:00.000,13.0,1
Queens,English,A,2022-04-28T00:00:00.000,11.0,1
Queens,Pizza,A,2022-04-28T00:00:00.000,11.0,1
Manhattan,American,A,2022-04-29T00:00:00.000,13.0,1
Queens,American,A,2022-04-29T00:00:00.000,13.0,1
Brooklyn,Caribbean,A,2022-04-30T00:00:00.000,7.0,1
Brooklyn,Chinese,A,2022-04-30T00:00:00.000,7.0,1
Brooklyn,Coffee/Tea,A,2022-05-02T00:00:00.000,12.0,1
Manhattan,American,A,2022-05-02T00:00:00.000,2.0,1
Manhattan,Coffee/Tea,A,2022-05-02T00:00:00.000,13.0,1
Manhattan,French,A,2022-05-02T00:00:00.000,13.0,1
Queens,Pizza,A,2022-05-02T00:00:00.000,12.0,1
Manhattan,American,A,2022-05-03T00:00:00.000,4.5,2
Manhattan,Chinese/Japanese,A,2022-05-03T00:00:00.000,8.0,1
Manhattan,Donuts,A,2022-05-03T00:00:00.000,12.0,1
Queens,Italian,A,2022-05-03T00:00:00.000,11.0,1
Brooklyn,Mexican,C,2022-05-04T00:00:00.000,34.0,1
Manhattan,American,A,2022-05-04T00:00:00.000,9.0,5
Manhattan,French,C,2022-05-04T00:00:00.000,61.0,1
Manhattan,Italian,A,2022-05-04T00:00:00.000,4.5,2
Manhattan,Other,A,2022-05-04T00:00:00.000,7.0,1
Bronx,Chicken,A,2022-05-05T00:00:00.000,10.0,1
Brooklyn,American,A,2022-05-05T00:00:00.000,13.0,1
Brooklyn,Chinese,A,2022-05-05T00:00:00.000,13.0,1
Manhattan,American,A,2022-05-05T00:00:00.000,10.0,1
Manhattan,Pizza,A,2022-05-05T00:00:00.000,12.0,1
Queens,Japanese,A,2022-05-05T00:00:00.000,7.0,1
Brooklyn,German,A,2022-05-06T00:00:00.000,2.0,1
Manhattan,American,A,2022-05-06T00:00:00.000,12.0,1
Manhattan,Coffee/Tea,A,2022-05-06T00:00:00.000,10.0,1
Queens,Southeast Asian,A,2022-05-06T00:00:00.000,10.0,1
Queens,Sandwiches,A,2022-05-07T00:00:00.000,13.0,1
Manhattan,Coffee/Tea,A,2022-05-09T00:00:00.000,3.0,1
Manhattan,Italian,A,2022-05-10T00:00:00.000,12.0,1
Manhattan,Korean,A,2022-05-10T00:00:00.000,13.0,1
Queens,Japanese,A,2022-05-10T00:00:00.000,7.0,1
Manhattan,Hotdogs,A,2022-05-11T00:00:00.000,5.0,1
Manhattan,Middle Eastern,A,2022-05-11T00:00:00.000,2.0,1
Manhattan,Pizza,A,2022-05-11T00:00:00.000,11.0,1
Queens,Brazilian,A,2022-05-11T00:00:00.000,12.0,1
Bronx,Caribbean,A,2022-05-12T00:00:00.000,9.0,1
Brooklyn,Coffee/Tea,A,2022-05-12T00:00:00.000,5.0,1
Brooklyn,Middle Eastern,A,2022-05-12T00:00:00.000,10.0,1
Brooklyn,Chinese,A,2022-05-13T00:00:00.000,9.0,1
Manhattan,American,A,2022-05-13T00:00:00.000,5.0,1
Bronx,American,A,2022-05-16T00:00:00.000,13.0,1
Bronx,Chinese,A,2022-05-16T00:00:00.000,13.0,1
Brooklyn,Chinese,A,2022-05-16T00:00:00.000,7.0,1
Manhattan,Chinese,A,2022-05-16T00:00:00.000,0.0,1
Manhattan,Latin American,A,2022-05-16T00:00:00.000,5.0,1
